accounting_period,column,line,item,amount
2008-11-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,28658262700
2008-11-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,73750313
2008-11-30,ASSET,7,Securities of euro area residents denominated in euro,7276182582
2008-11-30,ASSET,8,General government long term debt denominated in euro,7817725667
2008-11-30,ASSET,9,Intra-Eurosystem claims,1437049735
2008-11-30,ASSET,11,Other assets,9686405441
2008-11-30,LIABILITY,1,Banknotes in circulation,17536669920
2008-11-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,6565857023
2008-11-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,69000000
2008-11-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,5497970590
2008-11-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,844640516
2008-11-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,113468749
2008-11-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,94956220
2008-11-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,112877331
2008-11-30,LIABILITY,9,Intra-Eurosystem liabilities,27343911291
2008-11-30,LIABILITY,11,Other liabilities,1146534981
2008-11-30,LIABILITY,12,Provisions,1172991296
2008-11-30,LIABILITY,13,Revaluation accounts,1269602093
2008-11-30,LIABILITY,14,Capital and reserves,771691413
2008-12-31,ASSET,1,Gold and gold receivables,2924754323
2008-12-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,301602543
2008-12-31,ASSET,3,Claims on euro area residents denominated in foreign currency,2473540378
2008-12-31,ASSET,4,Claims on non-euro area residents denominated in euro,830949273
2008-12-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,38354900000
2008-12-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,76778839
2008-12-31,ASSET,7,Securities of euro area residents denominated in euro,14529148987
2008-12-31,ASSET,8,General government long term debt denominated in euro,7777980635
2008-12-31,ASSET,9,Intra-Eurosystem claims,1483347572
2008-12-31,ASSET,10,Items in course of settlement,623195
2008-12-31,ASSET,11,Other assets,2166856607
2008-12-31,LIABILITY,1,Banknotes in circulation,18291344500
2008-12-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,7793859079
2008-12-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2008-12-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,1597505489
2008-12-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,803627501
2008-12-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,103335707
2008-12-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,78796254
2008-12-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,114395563
2008-12-31,LIABILITY,9,Intra-Eurosystem liabilities,37833037850
2008-12-31,LIABILITY,10,Items in course of settlement,25895521
2008-12-31,LIABILITY,11,Other liabilities,728834622
2008-12-31,LIABILITY,12,Provisions,1506799733
2008-12-31,LIABILITY,13,Revaluation accounts,1249112781
2008-12-31,LIABILITY,14,Capital and reserves,793937752
2009-01-31,ASSET,1,Gold and gold receivables,2925833633
2009-01-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,199646759
2009-01-31,ASSET,3,Claims on euro area residents denominated in foreign currency,408210239
2009-01-31,ASSET,4,Claims on non-euro area residents denominated in euro,382149215
2009-01-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,36794350000
2009-01-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,93022247
2009-01-31,ASSET,7,Securities of euro area residents denominated in euro,15213219219
2009-01-31,ASSET,8,General government long term debt denominated in euro,7777980635
2009-01-31,ASSET,9,Intra-Eurosystem claims,1610421693
2009-01-31,ASSET,11,Other assets,2177329080
2009-01-31,LIABILITY,1,Banknotes in circulation,19160276100
2009-01-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,5165142724
2009-01-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2009-01-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,2472644595
2009-01-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,805197307
2009-01-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,99224468
2009-01-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,78796255
2009-01-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,114395563
2009-01-31,LIABILITY,9,Intra-Eurosystem liabilities,35310678103
2009-01-31,LIABILITY,11,Other liabilities,826197378
2009-01-31,LIABILITY,12,Provisions,1502697012
2009-01-31,LIABILITY,13,Revaluation accounts,1252975463
2009-01-31,LIABILITY,14,Capital and reserves,793937752
2009-02-28,ASSET,1,Gold and gold receivables,2929296925
2009-02-28,ASSET,2,Claims on non-euro area residents denominated in foreign currency,275130842
2009-02-28,ASSET,3,Claims on euro area residents denominated in foreign currency,410161065
2009-02-28,ASSET,4,Claims on non-euro area residents denominated in euro,238899560
2009-02-28,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,38405900000
2009-02-28,ASSET,6,Other claims on euro area credit institutions denominated in euro,81942306
2009-02-28,ASSET,7,Securities of euro area residents denominated in euro,16515634600
2009-02-28,ASSET,8,General government long term debt denominated in euro,7814044293
2009-02-28,ASSET,9,Intra-Eurosystem claims,1766870168
2009-02-28,ASSET,11,Other assets,2226242302
2009-02-28,LIABILITY,1,Banknotes in circulation,19215339500
2009-02-28,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,6004722901
2009-02-28,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2009-02-28,LIABILITY,4,Liabilities to other euro area residents denominated in euro,7893104475
2009-02-28,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,841462386
2009-02-28,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,89417407
2009-02-28,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,78796255
2009-02-28,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,114395563
2009-02-28,LIABILITY,9,Intra-Eurosystem liabilities,31968060672
2009-02-28,LIABILITY,11,Other liabilities,901377466
2009-02-28,LIABILITY,12,Provisions,1505897222
2009-02-28,LIABILITY,13,Revaluation accounts,1257610462
2009-02-28,LIABILITY,14,Capital and reserves,793937752
2009-03-31,ASSET,1,Gold and gold receivables,3252741868
2009-03-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,258287804
2009-03-31,ASSET,3,Claims on euro area residents denominated in foreign currency,485570431
2009-03-31,ASSET,4,Claims on non-euro area residents denominated in euro,180587
2009-03-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,47869500000
2009-03-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,88424289
2009-03-31,ASSET,7,Securities of euro area residents denominated in euro,17801284105
2009-03-31,ASSET,8,General government long term debt denominated in euro,7811788887
2009-03-31,ASSET,9,Intra-Eurosystem claims,1765075609
2009-03-31,ASSET,11,Other assets,2280526933
2009-03-31,LIABILITY,1,Banknotes in circulation,19348439600
2009-03-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,4263389721
2009-03-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2009-03-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,15162923217
2009-03-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,840465557
2009-03-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,100908057
2009-03-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,80632778
2009-03-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,116196654
2009-03-31,LIABILITY,9,Intra-Eurosystem liabilities,36851518945
2009-03-31,LIABILITY,11,Other liabilities,955351618
2009-03-31,LIABILITY,12,Provisions,1512935575
2009-03-31,LIABILITY,13,Revaluation accounts,1586681039
2009-03-31,LIABILITY,14,Capital and reserves,793937752
2009-04-30,ASSET,1,Gold and gold receivables,3254686032
2009-04-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,270225833
2009-04-30,ASSET,3,Claims on euro area residents denominated in foreign currency,429408840
2009-04-30,ASSET,4,Claims on non-euro area residents denominated in euro,160706
2009-04-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,48679200000
2009-04-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,86774106
2009-04-30,ASSET,7,Securities of euro area residents denominated in euro,21010497217
2009-04-30,ASSET,8,General government long term debt denominated in euro,7788473150
2009-04-30,ASSET,9,Intra-Eurosystem claims,1567302304
2009-04-30,ASSET,11,Other assets,2324338331
2009-04-30,LIABILITY,1,Banknotes in circulation,19658100000
2009-04-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,4839864630
2009-04-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2009-04-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,8084899734
2009-04-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,817157386
2009-04-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,71783341
2009-04-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,80632778
2009-04-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,116196654
2009-04-30,LIABILITY,9,Intra-Eurosystem liabilities,46928278593
2009-04-30,LIABILITY,11,Other liabilities,918419954
2009-04-30,LIABILITY,12,Provisions,1518153013
2009-04-30,LIABILITY,13,Revaluation accounts,1583642684
2009-04-30,LIABILITY,14,Capital and reserves,793937752
2009-05-31,ASSET,1,Gold and gold receivables,3255569063
2009-05-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,335462283
2009-05-31,ASSET,3,Claims on euro area residents denominated in foreign currency,436272557
2009-05-31,ASSET,4,Claims on non-euro area residents denominated in euro,175728
2009-05-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,45515200000
2009-05-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,86880971
2009-05-31,ASSET,7,Securities of euro area residents denominated in euro,21289012340
2009-05-31,ASSET,8,General government long term debt denominated in euro,7791535264
2009-05-31,ASSET,9,Intra-Eurosystem claims,1672366969
2009-05-31,ASSET,11,Other assets,2310152936
2009-05-31,LIABILITY,1,Banknotes in circulation,19716841200
2009-05-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,5905838249
2009-05-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2009-05-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,12651244792
2009-05-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,760165740
2009-05-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,55755857
2009-05-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,80632778
2009-05-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,116196654
2009-05-31,LIABILITY,9,Intra-Eurosystem liabilities,38535592100
2009-05-31,LIABILITY,11,Other liabilities,976232644
2009-05-31,LIABILITY,12,Provisions,1518055291
2009-05-31,LIABILITY,13,Revaluation accounts,1582135054
2009-05-31,LIABILITY,14,Capital and reserves,793937752
2009-06-30,ASSET,1,Gold and gold receivables,3141276260
2009-06-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,318731142
2009-06-30,ASSET,3,Claims on euro area residents denominated in foreign currency,369672067
2009-06-30,ASSET,4,Claims on non-euro area residents denominated in euro,157674
2009-06-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,53915200000
2009-06-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,77111010
2009-06-30,ASSET,7,Securities of euro area residents denominated in euro,21311577627
